Name,Idiom,Time Sig,Num Parts,Num Lines
MacPherson's Lament,Slow Air, C ,2,8
Macpherson's Rant,NA,4_4,1,4
MacQeen's March,March,2_4,2,4
MacRae Meadow 2nds,March,4_4,4,8
"MacRae Meadow, The",March,4_4,0,4
MacRae Meadow,March,4_4,4,8
"Mad Major, The",NA,3_4,2,4
Madame Bonaparte,Hornpipe,2_4,2,4
Maggie Cameron,Strathspey, C ,0,8
Maggie's Fancy,Hornpipe,2_4,4,8
Maggie's Pancakes,Reel, C_ ,2,4
Maggie,March,4_4,0,4
Magnus Orr,Jig,6_8,2,4
"Magpie, The",Jig,6_8,2,4
Maher's Jig,Jig,6_8,2,4
Maid I Adore,NA,9_8,3,6
Maid Of Orleans,Slow Air,6_8,2,7
"Maids of the Black Glen, The",Strathspey, C ,2,3
Mairgeanin Suantac,Reel, C_ ,0,4
Mairi Bhan Og (My Fair Mary),Slow Air,6_8,4,8
Mairi Bhan Og aka Fair Young Mary,Slow Air,6_8,0,8
Mairi's Wedding,March,2_4,1,6
Major A.C.W. May's Welcome,March,6_8,2,5
Major Alistair Ritchie (with seconds),March,9_8,4,8
Major Alistair Ritchie Seconds,March,9_8,2,4
Major Alistair Ritchie,March,9_8,2,4
Major Bobby,March,6_8,2,4
Major Byng M. Wright,NA,2_4,0,8
Major CM Usher OBE,March,2_4,4,8
Major David Manson,Reel, C_ ,1,8
Major George Robinson,NA,6_8,4,9
"Major John MacLennon, Gordon Highlanders",March,6_8,6,12
Major Keneth Lumsden,Reel, C_ ,4,4
Major Manson at Clachantrushal,March,2_4,4,10
Major Moir of Villeveque,March,6_8,3,6
Major Nicholson's Fancy,Jig,6_8,4,8
Major Tony Hibbert of Trebah,NA,12_8,2,8
Makin' Bakin',Jig,6_8,4,8
Malcom the Menace,Jig,6_8,2,4
Mallorca,Slow Air,6_8,2,4
"Malts of Islay, The",Jig,6_8,4,8
Malts on the Optics,Reel,NA,2,2
"Man From Skye, The",Hornpipe,2_4,4,8
"Man Who Went Out For Beer, The",NA,6_8,2,3
Manic Pixie,Reel, C_ ,2,4
Manitoba Flat-top,Hornpipe,2_4,2,4
Mansions of the Lord,NA,4_4,1,4
"Many and the Few, The",NA,6_8,2,4
Maoris Farewell,Slow Air,4_4,2,2
"Maple Leaf Forever, The",March,4_4,2,4
Marc Carey's Mazada-Rotti,Reel,NA,2,4
March du Petre,March,3_4,0,4
March for a Beginner,March,NA,14,21
"March of Champions Supreme, The",March,4_4,0,4
March of the Cameron Men,March,6_8,2,4
March of the Gundyman,NA,4_4,0,4
March of the King of Laois,March,6_8,3,13
March of the Mayo Men,NA,4_4,2,5
March of the Scottish Division,March,6_8,4,10
March To Menin Gate,March,6_8,4,8
"March to the Battle of Aughrim, The",Polka,2_4,1,4
March To The Wars,Polka,2_4,1,4
Marcha de San Roque,Hornpipe,2_4,4,12
Marchhall Crescent,March,6_8,4,9
Marching Through The Glen,NA,4_4,0,4
"Marchioness of Tullibardine's Welcome to Blair Castle, The",March,NA,4,10
Margaret's Waltz,Waltz,3_4,2,3
Maria's Lullaby,Air,4_4,2,4
Marie Curie's Parisian March,March,4_4,2,4
Marie's Strathspey,Strathspey, C ,2,3
Mariette's Strathspey,Strathspey, C ,2,3
Marijke Blok,Jig,6_8,4,8
Marine Corps Hymn,March,4_4,1,4
"Mariner's Omen, The",Slow Air, C ,2,4
Marion And Donald,Reel, C_ ,2,3
Marisa's Jig,Jig,6_8,2,6
"Market Place of Inverness, The",Strathspey, C ,2,3
"Marley Jig, The",Jig,6_8,2,4
"Marquis of Huntley, The",Strathspey,NA,3,4
"Marquis of Huntly's Farewell, The",Strathspey, C ,2,3
"Marquis of Huntly's Highland Fling, The",Strathspey, C ,4,8
Marquis of Tullibardine,Reel, C_ ,2,4
Marriage of the Ministers,Strathspey,4_4,2,4
Martin Lawrie,March,9_8,4,8
Martyrdom,NA,3_4,0,4
Mary Anne of Garradh na Mona,Hornpipe,4_4,4,10
Mary's March,NA,3_4,2,4
Mary's Reel,Reel, C_ ,2,3
"Mason's Ape, The",Reel, C_ ,4,12
Mason's Apron Hornpipe,Hornpipe,2_4,9,18
"Mason's Apron, The",Reel, C_ ,4,8
Massacre of Glencoe (Angus MacKay Setting),NA,2_4,32,32
Massacre of Glencoe,Slow Air,6_8,2,4
Massey Hall Turnaround,Jig,6_8,4,4
"Master Blasters, The",Hornpipe,2_4,2,5
"Master of the Hill, The",Jig,6_8,4,8
"Mathematician, The",NA,2_4,9,18
MATHS,NA,6_8,4,8
Matt and the Modem,Hornpipe,2_4,4,8
Maximum Over Drive,Reel, C_ ,2,4
Maxwell's Bonnet,Hornpipe,2_4,4,9
Mayan,Jig,6_8,2,4
"McAteer Hornpipe, The",Hornpipe,2_4,2,4
McFadden's Web,Hornpipe,2_4,4,10
McFadden's,Reel,4_4,0,4
McGeachie's Mobile Party Unit,Hornpipe,2_4,2,5
McGuire's Jig,Jig,6_8,4,8
McKenna's Ceilidh,Jig,6_8,2,8
McKenna's Dream,Air,6_8,2,4
McKenzie's Farewell to Sutherland,March,6_8,2,5
McKerrell's Helium Powered Uilleann Pipes,Jig,6_8,4,8
"McKinnon's March, The",March,6_8,3,6
"McLachlan Bagpipes Team, The",Jig,6_8,4,8
McLachlan's March,March,3_4,2,4
McLeod's Tuning Phrase,Slow Air,4_4,1,4
McPherson of Mosspark,Jig,6_8,1,16
Me Clootch is Awee,Reel,NA,4,8
Medley,NA,9_8,13,27
Meeting Of The Waters Set,March,4_4,5,12
"Meeting of the Waters, The",NA,4_4,2,4
Meeting of the Waters,March,4_4,1,8
Meghan's Reel,Reel, C_ ,4,8
Mel's Bubbly Bits,NA, C ,2,4
"Melody Wrecker, The",Jig,6_8,2,4
Melrose Abbey Ruin,NA,3_4,2,4
Men of Argyll,March,2_4,4,10
"Men of the West, The",Slow Air,6_8,2,5
"Mens of the West, The",March,6_8,2,4
Merlin's Broken Wand,Reel, C_ ,2,4
Merrily Kiss (Danced) the Quaker's Wife,Jig,6_8,0,6
"Merry Celts at Morton, The",March,2_4,4,8
"Merry Go Round, The",Jig,6_8,2,12
"Merry Max, The",Hornpipe,2_4,5,10
"Merry Ploughboy, The",March,2_4,1,4
Mexican Hat Dance,NA,6_8,4,6
Mhairi's Wedding Strathspey,Strathspey, C ,1,3
Mhairi's Wedding,March,2_4,2,4
Michael's Ears,Jig,6_8,5,11
Mickey's on the Honor Role,March,4_4,0,8
"Midlothian Pipe Band, The",March,6_8,2,5
Miguel Emito's Endeavor,Hornpipe,NA,2,4
Mike Cassidy,Jig,6_8,4,8
Milk Bottle Eyes,Jig,6_8,4,8
"Mill in the Glen, The",Jig,6_8,4,9
"Miller O' Drone, The",Strathspey,NA,2,4
"Millstead, The",Jig,6_8,4,8
"Miner's Song, The",Slow Air,3_4,0,4
"Mingin' Midden, The",Hornpipe,2_4,2,4
"Mingulay Boat Song, The",March,3_4,1,4
Mingulay Boat Song,Slow Air,9_8,2,4
Mini Me,Jig,6_8,2,5
Minnie Hynd,Jig,6_8,2,4
Minstrel Boy,March,4_4,2,3
Minuette,Slow Air,6_8,1,4
"Miramachi Canook, The",Hornpipe,2_4,2,4
"Misfit In Tibet, The",Reel, C_ ,2,4
Mispec Follies,Jig,6_8,2,4
Miss Ada Crawford,Strathspey,4_4,2,6
Miss Ainslie Grant Duff,March,2_4,3,6
Miss Audrey MacLean,March,2_4,5,9
Miss Campell of Sheerness,Jig,6_8,2,4
Miss Curran's Lament,March,6_8,2,4
Miss Delicia Chisholm,March,2_4,4,8
Miss Dorthy May,Reel,2_4,4,8
Miss Drummond of Perth,Strathspey,4_4,2,3
Miss Elspeth Campbell,March,2_4,4,8
Miss Erskine of Alva,Reel, C_ ,2,3
Miss Girdle,Reel, C_ ,2,3
Miss Ishabel T. MacDonald,March,6_8,6,12
Miss Janet Jeffray,Reel, C_ ,2,3
Miss Jaylene Boulding,Hornpipe,2_4,4,10
Miss Kirkwood,March,6_8,2,4
Miss MacGregor's Favourite,March,6_8,2,4
Miss Madelyn Madsen,Jig,6_8,6,17
Miss Mary Grant of Lochgelly,March,3_4,2,5
Miss Proud,Reel, C_ ,4,8
Miss Wilson Farrar,March,2_4,3,10
"Mission, The",Jig,6_8,4,8
"Mist Covered Mountains, The (Chi Mi Na Morbheanna) - Seconds",Air,6_8,2,4
"Mist Covered Mountains, The (Chi Mi Na Morbheanna)",Air,6_8,2,4
"Mist Covered Mountains, The",March,6_8,2,4
Mist Covered Mountains,March,6_8,1,4
Mists of Time The Seconds,NA,3_4,1,4
"Mists of Time, The",Air,3_4,2,8
Mo Ghile Mear,Air,4_4,2,6
Mo Shaighdear Alain Ghaidhealeach,Air, C ,2,3
Mocking Bird Hill,Waltz,NA,0,8
Mockingbird,Jig,6_8,4,8
"MOD Theme, The aka The Centenary Jewel",March,2_4,4,9
Mojo's Medalist Maker Warm-Up Sheet,NA,6_8,14,15
Moladh Beinn Dobhrain,Air, C ,2,4
Molendinar,Slow Air,3_4,2,4
Moll Roe,Jig,9_8,0,2
Molly Connell,Strathspey,NA,1,3
Molly Darlin,March,4_4,2,5
Molly Darling,March, C ,0,4
Molly Malone,NA,6_8,1,3
Molly on the Shore,Reel, C_ ,2,6
Molly Rankin's Reel,Reel,4_4,1,4
"Monkey's Septum, The",NA,6_8,4,9
Montague's,Jig,6_8,1,10
Montgomery,Slow Air,3_4,2,4
Monymusk,Strathspey, C ,2,3
"Moon Dog, The",Jig,6_8,2,4
Moonlight on the Heather,Jig,6_8,4,8
Moonlight Over Karmiel,Air,6_8,2,5
Moonstar - Flett From Flotta - Battle Of Waterloo,March,4_4,6,12
Moonstar,March,4_4,5,10
Morag of Dunvegan,March,6_8,2,4
Morag Ramsay,March,2_4,4,8
"Morning Dew, The",Reel,NA,3,5
Morning Has Broken,Slow Air,9_8,0,6
Morrison's Jig,Jig,6_8,2,6
Morven,Jig,6_8,4,9
Mosquito Crisis (Rob & Lou's Dilemma),Hornpipe,2_4,4,9
"Mount Vernon Streaker, The",Hornpipe,2_4,2,4
"Mountain Goat, The aka Loch Tay Side",Reel,NA,2,2
"Mountains of Iveragh, The",March,6_8,4,10
"Mountains of Mourne, The",March,6_8,1,3
"Mountains of Pomeroy, The",Air,4_4,2,4
Moving Cloud,Hornpipe,2_4,4,8
Mozart Lost His Wig,Hornpipe,2_4,4,8
Mr & Mrs Alex Ross,NA,6_8,4,9
Mrs Ann Gloag of Balcraig,Jig,6_8,2,4
Mrs Jamieson's Favourite,Air,6_8,2,4
Mrs. Beckingham,Reel, C_ ,4,10
Mrs. Cathy MacLeod,Jig,9_8,4,5
Mrs. Donald MacLean,March,2_4,4,8
Mrs. Donald MacSwan,March,2_4,2,4
Mrs. Eileen Hardy,Jig,6_8,1,4
Mrs. Elder's Welcome,March,6_8,3,6
Mrs. Flora Duncan,NA,NA,0,11
Mrs. Hamilton Of Pitcaithlands,NA,2_4,3,6
Mrs. Hamilton of Pithcaitlands,Slow Air,2_4,1,10
Mrs. Jean Montgomery,March,12_8,2,4
Mrs. John MacColl,March,2_4,4,9
Mrs. Lily Christie,March,6_8,4,8
Mrs. MacLeod of Raasay (4 parts),Reel, C_ ,2,8
Mrs. MacLeod of Raasay,Reel, C_ ,2,4
Mrs. Macmanus,Waltz,6_8,2,4
Mrs. MacPherson of Inveran,Reel,NA,0,12
Mrs. Moira Ironside,March,3_4,4,4
Mrs. Suzie Rae,March,6_8,2,4
Ms. Mysterium,Hornpipe,3_4,4,9
MSR Tom & Jo Johnson-The Aggie Wallace-Onager's Leap,NA,2_4,11,26
"Muckin' O' Geordie's Byre, The",March,6_8,2,4
"Mucking of Geordie's Byre, The",March,6_8,2,4
Mudchute,Jig,6_8,4,8
Muir of Ord,March,2_4,0,8
Muise's Revenge,Hornpipe,2_4,4,10
"Mull of Kintyre, The",Jig,6_8,0,8
"Mull of Oa, The",March,4_4,2,5
Mull of the Mountains,Slow Air,6_8,2,4
Munlochry Bridge,Strathspey,NA,2,3
Munlochy Bridge,Strathspey,NA,2,3
"Munro's Salute, The",NA,4_4,0,3
Murdo Lamont's Spree,Reel,4_4,3,10
Murdo MacKenzie of Torridon,March,6_8,4,8
Murdo MacLeod,March,2_4,5,10
Murdo's Wedding,March,4_4,0,4
Murdoch MacAlister,Reel, C_ ,2,4
Murray's Welcome,NA,2_4,4,8
"Muse's Revenge, The",Slow Air,NA,2,4
"Music of Spey, The",March, C ,0,4
Music of Spey,March,4_4,1,4
Muss I Denn,NA,4_4,1,4
Muss i'denn,NA,4_4,3,8
My Best Friend,March,3_4,2,4
My Brother Jez,Hornpipe,2_4,4,8
My Darling Asleep,Jig,6_8,0,4
My Father Gave Me an Acre of Ground,Air,6_8,2,4
My Grannies Highland Home,Slow Air,2_4,1,4
My Home Town,March,3_4,3,4
My Home,March,6_8,0,4
My Jig,Jig,6_8,4,10
My Lagan Love,Slow Air,4_4,0,5
My Land and Calon Lan,NA,3_4,4,8
My Land and Practise Night at Cuiken,March,3_4,6,12
My Land,March,3_4,2,4
My Lodging's on the Cold Ground,Slow Air,6_8,2,4
My Love She's but a Lassie Yet,Polka,2_4,2,5
My Old Dutch,NA,4_4,1,3
Myfanwy,NA,4_4,1,8
Mystery Piobaireachds,NA,4_4,0,2
Nach Fhreagar Thu  Cairistiona,Slow Air,3_4,1,4
Nameless,March,3_4,2,4
National Anthem of Ukraine,NA,4_4,1,8
Navy Days,March,2_4,2,6
Navy Hymn - Eternal Father,NA,5_4,1,4
Nearer My God To Thee,NA,6_8,0,4
Necessity,Strathspey,NA,2,2
Neil Gow's Farewell to Whiskey,March,2_4,2,5
Neil Gow's Farewell to Whisky,March,2_4,2,5
Neil MacInnes,March,3_4,2,5
Neil Selbie's New Dronereeds,Jig,6_8,4,8
Nelson Mandela's Welcome to Glasgow,NA,6_8,6,10
"Ness Pipers, The",Reel,4_4,0,8
"New Davey, The",Strathspey, C ,2,4
"New Paradigm, The",Reel,4_4,3,8
"New Recruits, The",Hornpipe,NA,4,9
New Swing Reel,Reel,NA,2,4
New Wing,March,4_4,1,3
New Year In Noosa,Jig,6_8,2,4
New York New York,NA,4_4,4,8
Newfie Brose,Strathspey, C ,2,2
Newmarket House,Hornpipe,2_4,4,8
"Niamhlin, The",Jig,6_8,4,8
"Night Piper, The",Reel, C_ ,2,4
Nightmare on Ringhaddy Avenue,Jig,6_8,4,8
Nine in a Row,March,4_4,1,4
No Bottle,Hornpipe,2_4,4,8
No Holds Barred,Hornpipe,2_4,4,8
No. 1 Madeira Street,March,2_4,4,9
"Noo 'At, The",Jig,6_8,2,4
Nora Robine,NA,6_8,2,4
Norman MacLean of Lora,March,2_4,4,12
Norman MacRae's Farewell to Freedom,March,6_8,2,7
Normandy Beaches,NA,6_8,2,4
Norris Farm,NA,3_4,2,4
"Northern Lights, The",NA,6_8,2,6
Not A Swan On The Lake,Air,6_8,2,4
Nothing But the Blood,NA,4_4,0,8
Nothing In It,Reel,4_4,2,4
"Nova Scotia Highlanders' March to Falaise, The",March,2_4,2,4
Nu Ska Vi Skorda,NA,3_4,1,4
"Nurse's Song, The",March,6_8,2,4
O Christmas Tree,NA,3_4,0,2
O Come All Ye Faithful 2nds,NA,4_4,1,5
O Come All Ye Faithful,NA,4_4,0,5
O Come O Come Emmanuel,NA,4_4,0,3
O Danny Boy,Air, C ,0,3
O For a Closer Walk with God,NA,3_4,1,4
O For A Thousand Tongues,NA,NA,0,2
O Gin I Were A Baron's Heir,March,6_8,2,4
O Holy Night,NA,4_4,0,8
O Little Town of Bethlehem,NA,4_4,0,4
O Luaidh aka Gaelic Air,Air,9_8,4,8
O Luaidh aka Oh My Dearest Dear,NA,6_8,2,4
O the Britches Full of Stitches,Polka,2_4,1,4
O' Canada,NA,2_4,0,7
O'Donnell's March,March,2_4,2,4
O'er Muir Amang the Heather,Strathspey, C ,2,2
O'er the Bows to Ballindalloch,Strathspey, C ,3,3
O'er The Hills and Far Away,March,2_4,3,6
O'er the Water to Charlie,March,6_8,2,5
O'Farrells Welcome to Limerick,Jig,9_8,0,5
O'Keefe's Slide,Jig,12_8,2,2
O'Neill's March,Polka,2_4,2,3
O'phidian's Flight,Jig,6_8,4,9
O'Rourkes,Reel, C_ ,2,2
O'Sullivan's March,March,6_8,2,4
O.P. Tibbett's,March,6_8,2,5
"Oaken Bench, The",March,6_8,4,8
"Octagon, The",March,4_4,2,5
Ode to Joy,March,4_4,4,9
Off to (The Humours of) California,Hornpipe,2_4,1,4
"Officious Official, The",Hornpipe,2_4,4,8
Oft in the Stilly Night-March,March,6_8,3,6
Oft In The Stilly Night,March,2_4,1,6
Oh Christmas Tree 2,NA,3_4,0,2
Oh Susannah,NA,4_4,1,2
Oh The Britches Full of Stitches,March,2_4,2,4
Oh! But You Will Come To Town,NA,9_8,2,3
Old Adam,March,6_8,4,8
"Old Boy, The",March,4_4,4,8
Old Hag at the Churn aka O'Dubhshlaine's Jig,Jig,6_8,2,4
Old Hag at the Churn,Jig,6_8,0,3
"Old Hag at the Spinning Wheel, The",Waltz,3_4,2,4
"Old Knife Grinders Spring Song-DK, The",Slow Air,3_4,0,4
Old Missouri,NA, C ,1,5
"Old Rugged Cross, The",NA,6_8,1,4
"Old Rustic Bridge by the Mill, The",March,4_4,0,4
"Old Rustic Bridge, The",March,4_4,0,6
Old Toasty,Hornpipe,2_4,0,8
"Old Wife of the Mill Dust, The",Jig,6_8,6,12
Old Woman's Dance,Jig,6_8,4,8
Olympic Fanfare,NA,4_4,1,3
On a Roll,Jig,6_8,4,8
On Evil,Strathspey, C ,2,2
On The Road to Passchendaele,NA,3_4,2,6
Onaping Falls,March,6_8,3,6
Once In Royal David's City,NA,4_4,1,4
Once Upon a Dream,Slow Air,4_4,1,3
"One and Only Peej, The",Polka,2_4,2,4
One Before We Go,Jig,6_8,1,4
Only Our Rivers Run Free,NA,3_4,1,10
Onward Christian Soldiers,NA,4_4,1,4
Orange and Blue,Strathspey,NA,0,4
Orange Walk,Reel, C_ ,2,4
"Ord of Caithness, The",Reel,NA,2,3
Orkney Wedding,NA,2_4,1,11
"Orlando Tango, The",Hornpipe,2_4,2,6
Oromocto Legion Pipes and Drums,Strathspey, C ,0,3
Our Ain Fireside,Slow Air,6_8,1,4
Our God Our Help In Ages Past,NA,4_4,1,3
Out Flanked,Hornpipe,2_4,2,4
Out in the Ocean,Jig,6_8,0,4
Out of Boredom,NA,2_4,1,2
Out Of The Air,Air,6_8,2,5
Out of the Blue,Jig,6_8,4,10
Outward Bound,Hornpipe,2_4,4,8
Over The Isles To America,Reel, C_ ,4,8
Over There,March,4_4,0,4
"Overlander, The",NA,NA,1,2
P-M Wm. Gray's Farewell,March,2_4,4,8
P.M. Sandy Jones Call To The Hills,Slow Air,6_8,3,6
P.O. 1st Class Neil Roberts,Air,4_4,1,4
Pachelbel's Cannon in D Firsts Part1,NA,4_4,1,9
Pachelbel's Cannon in D Firsts Part2,NA,NA,0,10
Pachelbel's Cannon in D Fourths,NA,4_4,1,9
Pachelbel's Cannon in D Seconds-Part1,NA,4_4,1,9
Pachelbel's Cannon in D Seconds-Part2,NA,NA,0,10
Pachelbel's Cannon in D Thirds-Page 1,NA,4_4,1,9
Pachelbel's Cannon in D Thirds-Page 2,NA,NA,0,9
Pack Up Your Troubles,NA,NA,0,1
Paddy Be Easy,Jig,9_8,2,3
Paddy Clancy's,Jig,6_8,0,4
Paddy MacGinty's Goat,Hornpipe,2_4,1,4
Paddy McGinty's Goat with Harmony,Hornpipe,2_4,4,8
Paddy McGinty's Goat,Hornpipe,2_4,2,4
Paddy O'Rafferty,Jig,6_8,4,8
Paddy's Green Shamrock Shores,Slow Air,6_8,1,4
Paddy's Leather Breeches,Jig,6_8,4,8
"Padre's Pride, The",NA, C ,5,13
Palastinalied,NA,4_4,3,3
"Panda, The",Jig,6_8,2,4
"Pap of Glencoe, The",March,2_4,4,9
"Paps of Jura, The",March,2_4,2,5
"Park Hotel Revisited, The",Jig,6_8,4,8
Parker Henderson,March,4_4,2,4
"Parker Walk, The",Hornpipe,3_4,3,9
Parker's Welcome To Perthshire,March,2_4,4,10
Pat's Wee Medal,Jig,3_4,2,4
Patrick Jacob,Jig,6_8,1,4
Patsy Geary's,Jig,6_8,0,4
Peacock Reel,Reel,NA,1,6
Pee Wee Pete's Organ,Reel,NA,2,5
Peel Avenue,Hornpipe,2_4,4,8
Pegasus Does His Fling,Reel, C_ ,2,6
Peggy MacLean,Strathspey, C ,2,2
"Peggy, My Darling (A Pheigi, a Ghraidh)",Air,6_8,1,2
Pendreich Grove,March,9_8,2,4
Penelope's Song,NA,4_4,0,3
Penny Arcade,NA,5_4,2,7
"Penny Rampage, The",Hornpipe,2_4,4,8
Perfect,Air,12_8,3,6
Peter Baillie,Strathspey, C ,2,3
Peter MacKenzie Warren,March,4_4,4,8
Peter's Tune,March,2_4,2,4
"Phantom Phiddler, The",Hornpipe,2_4,3,6
"Phathom Piper, The",Jig,9_8,4,4
Phelim Brady the Bard of Armagh,Air,3_4,1,4
"Phoenix, The",Hornpipe,2_4,1,5
Piedmont Pipes & Drums,March,2_4,0,5
"Pig and Whistle Pipe Band, The",March,6_8,2,5
"Pigeon on the Gate, The",Reel, C_ ,1,3
"Pikeman's March, The",March,4_4,2,5
Pinky Dance,NA, C_ ,0,4
Piobaireachd O' Donald Dubh,March,6_8,4,8
"Piobaireachd of Donald Dhu, The",March,6_8,4,8
Piobaireachd of Donald Dubh,March,6_8,4,8
Pipe Band March Chieftains,March,2_4,2,4
Pipe Major Alexander McIntosh,March,6_8,4,10
Pipe Major Angus MacAuley,March,2_4,4,9
Pipe Major Arniston Ichol,Jig,6_8,4,11
Pipe Major Dave Dakin,Jig,6_8,2,4
Pipe Major Donald MacLean of Lewis,March,6_8,4,8
Pipe Major E.D. Neigh,March,2_4,4,9
Pipe Major Frank O'Neill,Hornpipe,2_4,2,4
Pipe Major George Allan,Hornpipe,2_4,4,8
Pipe Major Hector McLean,Strathspey, C ,2,4
Pipe Major J. K. Cairns,March,3_4,2,8
Pipe Major J. McWilliams,March,2_4,4,9
Pipe Major Jim Christie of Wick,March,NA,4,9
Pipe Major Jim Lundt,NA,9_8,4,8
Pipe Major Jimmy Banks,March,2_4,4,10
"Pipe Major John MacLennon, Gordon Highlanders",March,6_8,6,12
Pipe Major John Roe B.E.M,March,2_4,4,8
Pipe Major Lee's Contention,Jig,6_8,4,5
Pipe Major Mike McDonald of Surrey,March,6_8,2,5
Pipe Major N. S. Russell,Hornpipe,2_4,4,9
Pipe Major R. Thomas,March,6_8,4,10
Pipe Major Robert Brown's Farewell to the Ballochbuie Forest - RSPBA 2023,March,2_4,4,8
Pipe Major Robert Martin,March,4_4,2,4
Pipe Major Robert Stobbs,March,2_4,4,10
Pipe Major Sam Scott,March,6_8,3,11
Pipe Major Sandy Gordon,Strathspey, C ,2,4
Pipe Major Sean Hall,Jig,6_8,4,10
Pipe Major William Grey's Farewell,March,2_4,4,9
"Pipe Major's Cardboard Box, The",NA,2_2,2,3
"Pipe Major's Daughter, The",Reel, C_ ,2,4
"Pipe Major's Welcome, The",March,2_4,4,9
"Pipe-Major's Nightmare, The",March,NA,0,4
Pipemajor Steven Young,Jig,6_8,4,8
"Piper and the Dead Rabbit, The",NA,2_4,8,8
"Piper Demon Reel, The",Reel, C_ ,4,8
Piper Joerie Besnyoi,Jig,6_8,4,8
"Piper of Drummond, The",Reel, C_ ,3,3
"Piper of Dundee, The",Reel,NA,2,4
"Piper of Longueval, The",NA,3_4,2,5
"Piper of Loos, The (Edinburgh Tattoo closing)",Air,6_8,0,4
"Piper of Loos, The",March,2_4,4,8
Piper On The Loose,Hornpipe,3_4,4,9
Piper to the End,Air,4_4,1,4
"Piper's Bonnet, The",Reel,6_8,4,10
"Piper's Hoedown, The",March,2_4,2,5
Piper's Polka,Polka,2_4,4,9
"Pipers Cave, The",March,2_4,2,5
"Pipers Farewell to Perth, The",March,2_4,4,10
"Pipers Place, The",Strathspey,NA,2,4
"Pipers Waltz, The",Slow Air,6_8,2,4
"Plains of Boyle, The",Hornpipe,2_4,2,4
Planxty Fanny Poer aka Mrs. Trench of Garbally,Slow Air,6_8,2,4
PM George Allan,Hornpipe,2_4,4,8
PM George Ross' Farewell to the Black Watch,March,2_4,4,10
PM John Stewart,March,2_4,4,10
PM Mark Macdonald,March,2_4,4,8
PM Neil Tarbotton's Anniversary March,March,6_8,2,6
PM Richard van der Horn,Strathspey, C ,2,4
PM Robert Brown's Farewell to the Ballochbuie Forest,March,2_4,4,9
PM Robert Martin,March,4_4,2,4
PM Ross's Farewell to 2nd Batt Scot's Guards,March,2_4,2,4
PM Sam Scott,March,6_8,2,10
PM Willie Gray's Farewell to Glasgow Police,March,2_4,4,8
"Point of War, The",March,2_4,1,2
Poisoned Dwarf,Reel,NA,2,3
Pokare kare,Waltz,3_4,1,4
"Polar Bear, The",Jig,6_8,4,9
"Pony Gallop, The",Jig,6_8,4,8
Port Sheain tSeosaimh,Jig,6_8,2,4
Portland Castle,March,2_4,5,9
"Potters of Skye, The",March,6_8,4,8
"Powerhouse, The",Hornpipe,2_4,4,10
"Prairie Highlanders' Slow March, The",March,4_4,2,4
Praise God From Whom All Blessings Flow,NA,NA,0,4
Praise To The Lord The Almighty,NA,6_8,0,3
"Preacher and the Piper, The",Hornpipe,2_4,4,9
Pressed for Time,Reel,NA,4,8
Pretoria,March,2_4,4,8
Pretty Marion,Reel, C_ ,8,16
"Price of Peace, The",NA,NA,12,12
Pride of Barra The aka Spaidsearachd Bharraidh,NA,4_4,9,54
Prince Charles Welcome To Lochaber,March,2_4,4,8
"Prince of Denmark's March, The",March,NA,4,10
"Prince's Salute, The",NA,NA,18,18
Princess Elizabeth's Waltz,Waltz,6_8,2,4
"Princess of Wales, The",Reel, C_ ,2,3
Proud Keepers,Reel, C_ ,2,4
PS John Barclay,March,6_8,4,8
PS Shannan Fyfe,March,2_4,4,9
Pulling Bracken,March,2_4,2,4
"Pumkin's Fancy, The",Hornpipe,2_4,4,10
"Pumpkin Swing, The",Reel,2_2,4,8
"Pumpkin's Fancy, The",Hornpipe,2_4,4,10
Put Me in the Big Chest,Reel,NA,0,4
Pyramid Temple Pipes & Drums,March,4_4,4,9
Q.O. Highlanders at Anduki,March,9_8,2,4
"Quakers Wife, The",March,6_8,3,6
Quartermaster's Stores,NA,4_4,1,4
Queen Elizabeth's March,March,6_8,3,3
Queen of My Heart,NA,3_4,0,4
Queen of Peppermints,Waltz,3_4,2,6
"Queen of the Rushes Hornpipe, The",Hornpipe,2_4,4,8
Queen of the Rushes,Jig,6_8,2,6
Queen Victoria's Diamond Jubilee,Polka,2_4,2,4
Quench The Dreuth,Jig,6_8,3,6
Quick March Out of the Pub,March,3_4,2,4
Quick Waltz,Waltz,NA,2,1
Quiet Man Set,March,6_8,4,12
Rab's Wedding,March,6_8,4,9
Rachel Grace,March,3_4,2,5
Radar Racketeer,NA,6_8,0,6
Raglin Road,Slow Air,9_8,1,10
Raigmore,Hornpipe,2_4,4,9
"Rainbow, The",Hornpipe,2_4,4,8
Raise Your Glass,March,4_4,1,7
"Rakes of Kildare, The",Jig,6_8,4,8
"Rakes Of Mallow, The",Reel,NA,2,4
"Range Road, The",March,9_8,2,4
Rantin' Rovin' Robin,March,2_4,2,4
Rathven Market,Hornpipe,2_4,0,8
Raven's Rock,Reel, C_ ,2,2
RCAF March Past,March,4_4,1,6
Reach for Tomorrow,March,6_8,4,8
Reay Mackay,Jig,6_8,4,4
Rebecca Deans,Hornpipe,2_4,2,5
"Rebel Piper, The",Polka,4_4,2,4
"Reckoning, The",Hornpipe,2_4,4,10
"Reconcilliation, The",Reel, C_ ,2,4
"Recruits, The",March,3_4,3,6
